Wind Direction,Wind str/spd,Temperature,Light,Humidity,Speed,Strength,Lightning,Wind,Water,Fire,Sum,Position
"8,79","7,62","0,57","2,32","2,10","3,87","1,68","0,36","6,21","7,57","6,60","26,29","2,00"
"8,24","7,88","0,86","1,05","2,17","0,18","7,67","5,32","4,18","6,75","5,69","29,79","2,00"
"2,63","1,30","1,33","1,39","7,50","7,74","6,58","7,58","8,59","1,73","7,50","39,72","2,00"
"1,23","0,65","1,33","7,90","2,05","3,48","5,70","7,85","1,51","6,50","4,42","29,46","2,00"
"1,68","1,37","0,41","8,66","0,68","3,73","4,16","8,72","8,30","1,09","0,55","26,55","2,00"
"8,05","8,84","1,29","0,90","0,77","6,10","0,88","1,01","1,54","1,48","6,95","17,96","2,00"
"0,72","1,67","2,77","8,26","1,13","2,32","2,57","4,55","5,00","2,52","8,95","25,91","2,00"
"2,36","1,08","1,91","0,80","7,61","4,17","1,68","4,48","7,40","6,58","2,03","26,34","2,00"
"2,22","0,04","8,80","1,11","1,07","3,34","5,77","5,89","1,75","2,93","8,81","28,49","2,00"
"0,63","2,42","1,48","1,90","8,05","8,66","8,65","4,63","3,67","8,90","3,05","37,56","2,00"
"1,03","1,56","0,48","8,76","1,07","5,59","6,36","6,85","1,11","0,06","0,06","20,03","2,00"
"0,54","0,03","2,18","8,54","2,19","6,81","8,85","6,82","4,10","2,41","0,92","29,91","2,00"
"1,06","2,03","0,27","2,23","7,88","0,29","1,85","3,95","2,07","1,25","5,93","15,34","2,00"
"1,44","2,08","8,85","2,16","2,50","0,67","1,63","5,06","0,07","0,93","0,41","8,77","2,00"
"2,16","1,48","1,58","7,65","2,33","2,18","0,32","2,98","1,05","4,85","6,01","17,39","2,00"
"0,56","1,25","2,48","0,41","7,64","0,38","3,62","5,18","7,75","7,55","0,77","25,25","2,00"
"2,44","0,02","2,00","8,79","1,73","7,19","6,49","8,35","4,95","2,42","6,17","35,57","2,00"
"2,01","0,67","1,93","8,86","0,83","5,40","4,60","5,47","7,11","0,68","8,99","32,25","2,00"
"0,10","0,94","0,22","8,57","0,16","6,68","6,78","7,43","7,98","3,13","8,28","40,28","2,00"
"1,84","1,79","2,06","8,03","1,31","2,60","8,59","6,23","5,37","2,22","5,95","30,96","2,00"
"0,57","1,70","7,68","0,43","1,21","8,35","3,64","4,13","1,00","6,50","1,38","25,00","2,00"
"0,27","2,83","0,05","1,21","8,13","5,65","3,93","1,24","6,15","6,08","3,53","26,58","2,00"
"0,01","1,80","7,72","1,27","0,19","1,71","5,55","6,06","8,75","6,10","6,80","34,97","2,00"
"9,00","8,43","1,06","1,44","2,95","0,92","6,65","0,58","7,17","4,75","2,77","22,84","2,00"
"8,77","7,53","1,26","0,09","0,25","1,39","0,16","0,35","7,57","5,74","5,93","21,14","2,00"
"0,66","0,18","1,74","8,18","1,10","0,29","3,93","7,97","0,59","7,26","6,22","26,26","2,00"
"0,49","0,35","9,00","0,65","1,55","8,22","3,07","0,33","0,90","3,79","8,76","25,07","2,00"
"0,50","0,11","0,42","1,58","7,66","8,51","4,99","2,88","2,43","2,85","7,51","29,17","2,00"
"8,86","7,56","0,79","0,30","1,17","5,31","8,28","0,67","7,87","7,88","5,39","35,40","2,00"
"1,74","0,96","8,78","2,76","1,55","2,88","4,01","5,75","5,16","5,10","3,13","26,03","2,00"
"1,87","0,96","2,66","8,50","2,29","3,79","2,60","5,42","5,16","3,85","4,90","25,72","2,00"
"2,66","1,17","1,17","0,71","9,00","8,19","7,56","0,57","3,36","1,30","6,93","27,91","2,00"
"8,81","8,67","0,67","0,72","1,08","7,94","0,40","0,77","4,56","2,75","0,60","17,02","2,00"
"1,73","0,25","1,34","8,18","2,31","0,76","7,48","4,24","8,40","6,24","5,25","32,37","2,00"
"0,92","1,85","0,72","9,00","2,44","0,27","2,42","6,35","4,39","2,27","3,23","18,93","2,00"
"0,18","1,41","8,50","2,04","1,30","1,49","8,89","2,34","4,03","1,01","5,80","23,56","2,00"
"7,87","7,77","1,53","0,80","1,68","6,15","3,68","2,08","0,89","0,33","3,72","16,85","2,00"
"0,01","0,09","1,16","8,78","0,23","4,71","4,60","8,65","3,17","3,34","6,73","31,20","2,00"
"1,64","0,46","0,98","2,35","7,53","6,72","5,88","5,44","4,15","5,51","2,04","29,74","2,00"
"7,95","7,89","1,88","0,71","1,57","2,84","3,62","3,00","7,44","5,17","7,56","29,63","2,00"
"1,63","1,23","2,42","7,87","2,39","0,04","7,76","6,87","6,76","3,13","8,96","33,52","2,00"
"7,59","8,40","1,65","0,88","2,18","5,85","6,72","2,50","4,67","6,15","8,28","34,17","2,00"
"2,92","1,64","2,33","0,32","7,92","6,40","0,10","3,70","8,91","5,45","1,16","25,72","2,00"
"1,22","0,61","8,77","0,85","0,87","7,60","5,69","7,97","0,47","0,09","4,03","25,85","2,00"
"2,30","0,40","7,60","2,15","2,10","7,49","0,21","5,79","0,86","8,44","8,24","31,03","2,00"
"1,52","2,12","1,05","8,20","0,41","7,51","4,18","8,58","8,96","4,00","4,15","37,38","2,00"
"0,06","0,10","7,94","2,46","0,59","4,47","5,14","3,49","3,23","0,12","0,79","17,24","2,00"
"2,29","0,46","7,85","2,67","0,86","1,74","7,07","7,80","3,69","5,82","7,41","33,53","2,00"
"1,75","1,78","0,01","0,76","7,99","6,38","0,61","2,35","1,87","3,47","7,42","22,10","2,00"
"0,01","0,50","2,36","7,92","1,41","7,60","8,60","0,77","5,83","8,62","7,71","39,13","2,00"
"2,06","1,14","8,01","0,97","1,57","6,23","5,05","7,82","8,61","6,80","5,73","40,24","2,00"
"1,83","1,49","1,35","7,63","1,91","7,80","7,11","5,15","6,48","0,09","0,28","26,91","2,00"
"1,73","2,62","2,18","2,36","7,93","4,98","6,22","5,18","6,17","2,96","3,26","28,77","2,00"
"2,28","1,74","1,60","8,67","1,70","7,59","6,31","4,35","5,47","2,16","0,81","26,69","2,00"
"1,88","2,08","8,48","2,09","0,41","3,69","6,07","2,66","5,87","3,00","7,06","28,35","2,00"
"7,68","7,58","0,06","1,21","0,27","6,19","3,47","2,35","5,90","2,85","6,05","26,81","2,00"
"2,66","0,26","0,45","1,63","8,15","0,44","2,88","5,92","8,43","1,92","5,53","25,12","2,00"
"8,51","8,15","1,41","1,09","1,68","8,64","2,75","2,78","8,11","0,49","8,26","31,03","2,00"
"1,20","1,16","2,16","2,07","8,61","2,67","4,32","8,32","5,36","3,93","8,21","32,81","2,00"
"1,58","0,52","2,22","7,55","0,78","3,21","2,63","7,60","2,07","4,39","3,79","23,69","2,00"
"1,61","0,95","2,37","8,09","0,68","6,25","4,54","8,77","3,78","7,75","5,98","37,07","2,00"
"0,78","0,30","2,72","8,39","2,49","3,69","8,92","6,86","0,39","4,28","3,72","27,86","2,00"
"0,61","0,42","0,39","8,14","1,84","0,63","4,93","7,02","7,41","3,43","2,33","25,75","2,00"
"0,23","0,29","1,67","0,82","8,15","2,02","0,08","4,95","4,12","3,66","3,41","18,24","2,00"
"1,53","0,97","1,25","1,11","7,92","3,93","6,15","6,67","3,70","1,89","1,37","23,71","2,00"
"1,00","0,81","7,80","1,27","0,53","3,90","7,32","1,76","0,40","1,96","4,92","20,26","2,00"
"8,29","7,89","0,27","2,24","1,00","3,32","7,30","2,40","7,64","1,18","6,60","28,44","2,00"
"2,06","1,11","1,46","8,65","1,45","4,18","3,18","3,10","5,23","1,93","1,06","18,68","2,00"
"7,57","8,74","2,30","0,09","1,55","0,49","5,29","1,08","1,32","5,72","7,33","21,23","2,00"
"1,48","2,93","0,06","1,79","8,18","3,58","2,31","0,42","4,61","1,33","5,74","17,99","2,00"
"8,85","8,98","2,13","1,68","1,69","0,99","2,79","0,16","2,69","3,09","2,88","12,60","2,00"
"8,95","8,87","1,32","2,33","1,55","2,01","7,05","1,05","3,40","7,57","2,95","24,03","2,00"
"1,84","1,98","8,66","0,65","0,86","0,35","3,17","4,56","1,57","0,93","7,55","18,13","2,00"
"8,38","7,95","1,01","0,87","1,49","8,24","0,31","0,10","3,82","1,22","2,65","16,34","2,00"
"8,31","8,66","1,42","1,27","0,54","2,59","7,46","1,65","5,90","6,07","0,54","24,21","2,00"
"0,50","0,27","1,23","8,73","1,47","0,27","7,73","1,76","4,20","2,97","0,52","17,45","2,00"
"7,56","7,68","1,92","1,64","0,62","3,82","4,75","0,40","5,81","1,06","2,79","18,63","2,00"
"1,51","0,86","0,26","7,92","1,75","6,67","4,43","4,88","0,84","2,87","6,89","26,58","2,00"
"2,61","0,35","0,31","0,68","8,27","3,98","0,41","5,86","5,28","4,36","7,66","27,55","2,00"
"2,87","2,91","1,73","2,21","8,96","7,23","0,43","8,11","2,43","1,37","8,53","28,10","2,00"
"0,77","0,99","7,88","1,07","0,70","4,51","0,17","6,11","1,65","0,68","5,92","19,04","2,00"
"1,80","1,32","8,89","0,12","0,57","1,57","2,52","1,22","5,45","2,85","1,95","15,56","2,00"
"0,11","0,17","0,09","8,67","0,69","2,11","0,90","3,36","7,38","4,57","3,19","21,51","2,00"
"8,29","7,77","0,14","1,59","0,65","6,86","3,42","1,07","4,13","5,73","4,99","26,20","2,00"
"0,00","1,59","7,76","1,03","1,04","0,61","4,63","2,62","4,92","3,39","2,00","18,17","2,00"
"0,48","0,61","2,98","8,42","0,69","0,12","5,54","6,38","4,64","0,97","5,20","22,85","2,00"
"8,79","8,01","0,73","0,88","1,79","5,87","6,08","0,40","1,55","0,27","4,41","18,58","2,00"
"0,70","2,44","1,78","8,07","1,42","1,65","3,93","2,04","5,57","7,22","0,19","20,60","2,00"
"1,39","2,26","2,26","7,83","1,19","8,55","6,28","8,51","4,96","7,01","4,66","39,97","2,00"
"2,18","1,35","1,20","8,23","1,46","3,57","3,83","2,59","4,36","2,73","3,34","20,42","2,00"
"8,61","8,61","1,05","2,23","2,63","8,76","0,26","4,19","7,98","6,64","6,10","33,93","2,00"
"0,99","0,05","7,51","2,28","0,49","8,27","6,06","2,22","2,14","0,85","7,25","26,79","2,00"
"1,01","0,13","1,14","0,66","8,23","6,77","5,39","3,26","0,88","2,64","6,94","25,88","2,00"
"1,88","2,94","1,04","2,07","7,55","1,80","2,14","2,41","2,24","6,82","6,83","22,24","2,00"
"2,37","2,27","7,80","0,77","0,28","1,51","6,55","0,00","7,62","0,01","6,82","22,51","2,00"
"0,33","0,69","2,64","8,02","0,80","6,39","1,16","1,58","7,54","5,48","7,46","29,61","2,00"
"1,41","1,56","2,18","7,52","2,13","2,33","1,51","5,64","0,88","4,26","8,13","22,75","2,00"
"2,28","1,72","0,04","8,79","1,91","4,59","6,65","8,35","6,84","5,87","6,04","38,34","2,00"
"2,50","2,27","7,82","1,48","0,66","1,88","6,92","7,76","0,79","4,39","5,43","27,17","2,00"
"1,34","3,00","0,51","0,32","7,73","1,91","6,49","8,39","2,53","2,86","4,86","27,04","2,00"
"2,15","0,93","1,73","8,26","0,58","5,10","1,81","7,99","3,86","3,46","5,67","27,89","2,00"
"0,88","1,49","0,91","8,31","2,16","6,68","3,82","6,01","8,29","7,95","0,14","32,89","2,00"
"2,18","1,32","2,01","1,20","8,75","6,03","1,35","0,25","7,25","2,36","8,91","26,15","2,00"
"7,84","7,58","1,43","2,13","0,80","2,19","8,91","2,47","8,70","0,29","1,88","24,44","2,00"
"0,79","0,69","1,96","1,53","8,50","0,13","1,85","3,03","8,80","0,88","8,73","23,42","2,00"
"1,40","0,91","2,22","8,40","1,07","2,32","7,93","6,08","1,05","2,16","3,94","23,48","2,00"
"1,69","0,51","0,64","7,70","1,93","2,63","6,55","4,23","1,32","4,86","8,08","27,67","2,00"
"8,67","7,79","1,49","0,47","2,77","2,61","8,07","1,13","2,03","5,06","3,64","22,54","2,00"
"7,98","8,28","1,34","0,21","0,57","0,98","6,00","2,45","6,36","1,45","3,78","21,02","2,00"
"0,88","2,47","1,53","1,69","8,94","7,63","1,55","7,45","4,02","1,41","7,84","29,90","2,00"
"0,44","0,09","1,11","1,95","7,93","4,29","7,24","4,38","1,82","7,52","0,05","25,30","2,00"
"2,74","0,41","1,72","1,99","7,75","6,96","1,01","7,25","2,14","1,56","7,17","26,09","2,00"
"0,11","1,18","8,66","1,21","1,40","2,97","0,64","2,46","0,97","3,15","0,95","11,14","2,00"
"1,39","2,45","7,87","2,50","1,85","7,78","8,62","1,64","6,80","7,57","2,57","34,98","2,00"
"2,10","2,93","1,76","1,61","8,87","8,52","7,14","4,13","5,56","5,26","5,46","36,07","2,00"
"0,70","0,12","1,18","1,93","8,35","4,12","4,79","7,45","6,95","4,85","6,52","34,68","2,00"
"2,24","2,00","8,78","0,52","2,24","0,11","7,78","5,57","0,52","5,54","4,19","23,71","2,00"
"2,40","0,42","2,26","1,87","7,53","8,76","2,18","2,41","2,69","1,73","1,33","19,10","2,00"
"0,58","1,63","2,08","8,12","1,83","7,64","7,29","8,40","0,34","3,79","7,20","34,66","2,00"
"2,30","1,70","8,60","0,23","0,15","2,41","5,80","3,07","7,34","3,76","8,21","30,59","2,00"
"2,12","1,35","0,96","2,31","8,46","8,84","1,66","6,53","0,95","5,90","7,79","31,67","2,00"
"7,64","8,52","1,23","1,02","1,73","8,89","7,56","5,21","1,74","7,50","4,69","35,59","2,00"
"0,07","0,60","7,70","2,69","1,05","8,95","5,69","8,34","7,86","2,38","6,13","39,35","2,00"
"0,11","0,44","8,24","1,50","1,23","3,02","5,05","7,24","1,14","0,44","4,61","21,50","2,00"
"1,70","0,83","2,35","8,43","0,33","3,67","6,74","3,67","6,09","2,93","8,53","31,63","2,00"
"1,30","0,37","0,27","2,11","7,55","4,24","6,75","5,36","3,21","4,69","8,88","33,13","2,00"
"0,77","2,35","8,52","1,58","1,77","6,87","0,30","8,27","5,06","6,02","6,42","32,94","2,00"
"8,81","8,13","0,23","2,14","0,15","6,89","8,50","1,03","4,99","2,51","7,54","31,46","2,00"
"7,58","8,85","0,18","1,39","1,01","2,12","1,49","0,84","0,71","3,01","1,98","10,15","2,00"
"7,80","8,93","0,55","0,59","0,18","0,21","2,63","0,15","0,69","3,06","7,88","14,62","2,00"
"2,35","0,53","8,24","1,09","2,32","8,57","6,88","1,59","2,01","6,36","3,19","28,60","2,00"
"0,61","0,76","1,96","2,47","8,36","3,93","8,86","8,42","8,30","3,53","8,39","41,43","2,00"
"1,84","2,24","0,37","1,57","7,50","6,45","0,70","0,55","5,62","5,00","7,94","26,26","2,00"
"8,24","8,72","1,37","0,43","0,41","1,19","0,84","0,10","6,95","0,39","3,87","13,34","2,00"
"7,54","8,83","0,66","1,32","0,65","0,99","6,96","2,45","0,70","7,03","7,81","25,94","2,00"
"0,57","0,06","8,29","2,12","1,71","5,37","2,53","7,47","3,02","5,02","4,79","28,20","2,00"
"8,64","8,82","0,16","1,91","1,38","7,04","0,36","2,18","7,92","4,43","0,24","22,17","2,00"
"1,39","1,85","2,41","8,95","0,47","0,31","2,35","4,61","6,23","5,45","5,91","24,86","2,00"
"1,72","2,59","1,19","2,48","7,85","1,24","5,30","5,04","4,31","4,88","6,13","26,90","2,00"
"7,94","8,89","1,07","1,06","0,68","1,31","8,62","4,80","2,15","0,69","3,17","20,74","2,00"
"8,42","7,76","0,58","0,68","2,77","0,44","2,27","0,54","4,01","3,41","0,49","11,16","2,00"
"1,83","0,42","1,03","8,49","0,20","6,82","1,94","7,54","3,68","0,70","2,56","23,24","2,00"
"8,29","8,22","0,07","1,85","0,62","6,93","3,90","2,52","6,67","3,35","4,65","28,02","2,00"
"1,18","1,12","8,42","2,40","0,23","2,84","6,07","8,30","0,64","6,35","3,48","27,68","2,00"
"8,45","8,05","1,24","0,22","0,34","1,97","8,01","1,22","5,03","3,79","2,14","22,16","2,00"
"8,74","8,27","0,56","0,78","1,85","8,14","7,83","0,17","2,63","1,69","5,07","25,53","2,00"
"0,10","0,95","0,36","0,49","7,71","0,00","6,51","2,20","0,61","5,46","3,63","18,41","2,00"
"8,35","7,85","0,33","1,64","2,89","1,59","6,69","2,35","0,24","4,13","4,24","19,24","2,00"
"1,84","1,68","2,89","7,88","0,98","4,68","4,76","6,86","3,31","1,70","3,36","24,67","2,00"
"1,99","2,40","0,50","0,18","8,68","5,72","3,92","3,15","1,53","3,79","8,93","27,04","2,00"
"8,65","7,96","1,71","2,00","1,92","7,03","7,97","2,76","2,83","8,62","5,29","34,50","2,00"
"1,40","1,64","0,15","7,98","0,92","6,99","6,47","0,75","7,03","1,74","2,35","25,33","2,00"
"0,71","0,61","0,57","8,02","0,43","8,93","2,99","4,56","4,84","3,32","8,63","33,27","2,00"
"1,31","1,48","1,66","0,61","8,91","8,05","7,80","2,17","0,63","2,14","3,08","23,87","2,00"
"1,99","0,84","2,69","8,98","0,98","4,77","0,72","7,11","0,79","4,84","8,55","26,78","2,00"
"1,26","1,40","8,24","0,07","2,31","8,63","6,74","2,03","6,10","8,91","1,33","33,74","2,00"
"0,12","2,05","8,49","0,85","1,47","5,11","6,44","7,28","7,42","5,78","7,55","39,58","2,00"
"7,69","7,81","1,74","1,20","2,10","4,78","3,01","5,74","5,84","4,11","0,23","23,71","2,00"
"0,59","1,29","8,26","1,33","0,88","0,54","6,88","3,00","8,99","7,59","8,87","35,87","2,00"
"2,00","0,65","8,71","1,46","1,63","6,45","2,76","6,68","4,15","4,83","4,27","29,14","2,00"
"0,36","0,73","8,51","2,10","0,06","3,69","6,88","6,62","3,45","3,69","5,62","29,95","2,00"
"2,26","1,75","0,05","7,56","2,36","7,18","3,78","7,60","5,67","2,04","4,03","30,30","2,00"
"8,97","7,70","1,33","0,47","2,82","1,08","4,76","1,40","8,28","7,80","6,72","30,04","2,00"
"1,67","1,94","2,52","8,25","2,31","7,08","7,43","4,32","1,83","6,50","8,85","36,01","2,00"
"2,31","0,92","1,59","2,06","8,29","3,58","1,44","5,75","6,99","6,21","6,01","29,98","2,00"
"7,53","8,15","1,92","0,51","1,70","8,64","4,20","3,47","5,98","4,18","4,98","31,45","2,00"
"0,11","0,34","0,84","1,34","7,77","7,30","3,57","6,23","1,88","0,98","8,46","28,42","2,00"
"1,07","2,98","0,95","1,04","7,72","4,68","6,70","0,57","7,45","0,27","2,08","21,75","2,00"
"1,44","1,45","1,82","8,63","1,10","4,94","0,45","7,18","6,59","4,92","5,25","29,33","2,00"
"1,37","2,12","7,87","2,91","0,94","6,64","2,02","0,17","4,96","6,43","5,36","25,58","2,00"
"8,56","7,54","1,44","1,74","0,51","4,08","4,06","6,28","3,30","0,07","1,82","19,61","2,00"
"0,53","0,78","8,85","1,31","1,14","1,42","2,30","6,60","5,71","2,28","3,88","22,19","2,00"
"7,73","8,04","0,39","0,80","1,51","8,07","8,73","2,86","5,26","0,63","2,68","28,23","2,00"
"1,10","2,31","0,66","8,03","0,67","1,50","6,13","4,80","2,63","0,44","2,37","17,87","2,00"
"8,99","8,39","0,97","0,12","2,80","4,04","1,12","0,41","0,24","4,05","0,40","10,26","2,00"
"2,18","0,74","1,95","1,99","7,73","5,60","4,55","6,09","1,86","7,38","4,32","29,80","2,00"
"1,70","1,18","1,77","8,68","2,23","4,06","2,63","8,98","2,39","6,98","0,84","25,88","2,00"
"7,63","8,99","1,88","1,03","2,21","2,58","0,98","4,30","7,36","0,08","3,08","18,38","2,00"
"0,94","0,14","1,07","9,00","2,40","0,63","1,53","7,25","5,70","2,99","6,16","24,26","2,00"
"7,97","8,11","0,64","1,86","1,06","3,62","7,99","4,58","8,50","4,82","7,96","37,47","2,00"
"1,23","2,10","2,27","8,70","2,26","2,00","8,55","1,69","8,18","6,99","4,25","31,66","2,00"
"1,19","1,36","0,55","1,76","8,58","3,00","6,58","2,13","4,66","6,78","8,46","31,61","2,00"
"1,79","1,41","2,79","8,02","0,97","8,51","0,77","4,12","7,55","2,21","7,72","30,88","2,00"
"2,11","2,50","7,74","2,92","0,64","8,26","2,91","0,84","1,55","5,62","5,71","24,89","2,00"
"8,58","7,67","2,45","2,31","0,93","0,88","0,01","0,55","6,69","8,82","1,17","18,12","2,00"
"1,06","2,47","0,92","7,82","1,24","8,71","5,65","8,55","7,30","0,18","7,86","38,25","2,00"
"1,24","0,12","2,54","8,15","0,53","0,72","0,64","8,66","1,78","2,83","2,41","17,04","2,00"
"8,76","7,89","0,79","1,96","1,99","7,93","3,05","5,70","4,55","5,74","5,30","32,27","2,00"
"0,84","0,55","8,45","1,45","0,31","5,11","4,00","1,16","4,54","1,38","8,90","25,09","3,00"
"1,39","1,91","8,60","0,18","0,05","8,66","6,78","2,53","6,29","8,93","3,71","36,90","3,00"
"1,02","1,52","0,05","7,52","0,11","4,14","2,92","7,17","6,90","2,02","5,02","28,17","3,00"
"8,51","8,31","0,35","2,18","2,69","2,87","8,81","4,62","2,81","4,13","1,42","24,66","3,00"
"1,27","2,23","0,31","1,62","8,18","4,24","2,05","2,55","7,49","6,52","4,96","27,81","3,00"
"7,60","9,00","0,78","1,96","0,77","4,52","7,88","0,08","2,38","7,24","2,92","25,02","3,00"
"2,88","0,29","1,74","0,70","8,18","3,08","8,11","8,96","7,91","6,17","1,26","35,49","3,00"
"0,25","1,69","1,08","7,92","1,66","0,24","8,84","4,11","7,22","7,31","5,55","33,27","3,00"
"2,40","0,30","2,82","8,82","2,32","2,35","4,09","6,29","0,45","5,18","6,90","25,26","3,00"
"1,04","2,45","8,95","2,39","1,76","4,67","0,12","2,11","2,97","6,04","2,01","17,92","3,00"
"2,10","1,22","0,62","8,55","0,12","7,63","2,59","6,50","7,73","7,38","2,26","34,09","3,00"
"1,64","1,96","0,98","0,35","7,60","0,48","5,01","1,18","6,87","5,30","0,02","18,86","3,00"
"1,79","1,21","2,26","8,96","0,54","2,10","0,04","3,31","2,17","9,00","2,50","19,12","3,00"
"2,44","0,36","8,66","0,92","1,08","6,26","0,07","7,49","1,27","4,34","7,67","27,10","3,00"
"2,36","0,74","7,94","1,42","0,38","3,83","6,58","7,79","3,31","3,01","4,61","29,13","3,00"
"0,10","1,86","8,46","0,22","2,31","1,59","2,52","2,33","8,70","5,84","8,76","29,74","3,00"
"0,70","0,53","0,62","0,11","7,80","1,72","1,21","8,68","7,96","5,28","6,02","30,87","3,00"
"2,16","1,09","8,67","0,05","0,29","7,04","8,03","5,15","8,73","5,06","2,57","36,58","3,00"
"2,05","0,93","8,86","0,46","2,09","6,92","6,16","5,78","0,14","5,68","7,08","31,76","3,00"
"8,49","8,56","1,27","1,95","0,60","0,35","5,54","1,71","5,32","1,04","8,64","22,60","3,00"
"8,22","8,06","0,21","1,17","1,28","4,00","5,35","5,99","3,70","4,56","7,34","30,94","3,00"
"1,07","0,01","1,63","7,84","0,78","1,72","2,15","8,12","3,14","0,41","5,49","21,03","3,00"
"0,18","1,96","7,79","2,63","0,40","0,81","8,64","0,99","7,09","3,97","6,76","28,26","3,00"
"8,70","8,77","0,13","0,51","0,10","8,66","1,96","1,60","8,33","5,30","2,04","27,89","3,00"
"0,53","1,60","0,69","0,08","8,18","3,79","8,24","7,53","2,76","7,11","6,33","35,76","3,00"
"7,53","8,89","0,48","1,21","2,60","3,34","4,49","1,08","2,33","5,08","5,35","21,67","3,00"
"0,27","1,02","8,09","2,66","0,24","0,60","7,54","2,94","7,86","4,24","2,06","25,24","3,00"
"2,35","1,52","1,60","8,72","1,08","0,35","2,89","7,61","4,02","7,34","5,69","27,90","3,00"
"8,29","8,32","1,68","1,13","2,18","6,30","5,10","0,15","1,00","5,51","4,44","22,50","3,00"
"2,64","2,99","2,36","1,23","7,75","3,34","5,81","3,64","3,07","4,34","6,83","27,03","3,00"
"2,33","2,35","7,85","0,93","1,19","2,81","3,04","1,53","4,72","4,42","5,68","22,20","3,00"
"0,51","1,81","0,11","1,85","8,54","4,65","1,20","4,05","8,36","4,89","6,06","29,21","3,00"
"0,65","1,15","1,57","0,99","7,95","0,69","0,33","7,52","3,05","5,30","7,04","23,93","3,00"
"1,78","2,10","0,66","0,72","8,49","2,75","2,77","3,70","0,47","1,68","8,83","20,20","3,00"
"0,07","1,94","1,82","1,31","8,55","6,98","1,75","1,53","0,17","1,80","0,94","13,17","3,00"
"1,60","0,33","8,65","1,08","1,75","6,69","1,43","0,42","5,23","7,93","2,79","24,49","3,00"
"1,24","0,16","0,56","1,30","7,77","2,61","0,56","0,84","4,36","3,50","8,32","20,19","3,00"
"1,44","1,57","1,98","0,86","8,73","7,14","8,97","0,19","0,10","6,42","8,25","31,07","3,00"
